# Constructed from biom file
#OTU ID	515rcbc8	515rcbc9	515rcbc10	515rcbc11	515rcbc12	515rcbc13	515rcbc14	515rcbc15	515rcbc16	515rcbc17	515rcbc18	515rcbc19	515rcbc21	515rcbc22	515rcbc23	515rcbc24	515rcbc25	515rcbc26	515rcbc27	515rcbc28	515rcbc29	515rcbc30	515rcbc31	515rcbc32	515rcbc33	515rcbc34	515rcbc35	515rcbc36	515rcbc37
k__Archaea;p__Crenarchaeota	0.0131405061713	0.0490182637969	0.016060943425	0.0113618660878	0.00161946652188	0.02260268196	0.0282883663573	0.0261621560047	0.0298153809972	0.0369040629121	0.0342457449289	0.0194617702712	0.0149945119342	0.016505271439	0.0321965569841	0.0603382297082	0.00560413743596	0.0694920348662	0.0191780821918	0.0459296028881	0.0315378157485	0.0646247436877	0.00876665506219	0.00653318896699	0.0181499290557	0.0436906195638	0.0327531479996	0.00526424139047	0.0218253638944
k__Archaea;p__Euryarchaeota	0.0	6.09300979451e-05	1.13025639866e-05	0.0	4.18765306594e-05	0.0	0.0	0.0	0.0	0.0	9.3261832595e-06	1.4016399187e-05	0.0	0.0	2.72390499019e-05	5.66928776738e-06	0.0	0.0	0.0	0.0	0.0	0.000378320710032	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__[Parvarchaeota]	2.49345468146e-05	0.0	0.0	0.0	0.0	1.68676731045e-05	4.16618061226e-05	0.0	0.0	0.0	3.7304733038e-05	7.00819959352e-06	6.51126448756e-05	1.55270662643e-05	4.08585748529e-05	6.23621654412e-05	0.0	2.00380723374e-05	0.0	0.0	6.17299192573e-06	5.29648994045e-05	0.0	2.75274816025e-05	3.94135267224e-05	6.69075337883e-05	0.0	0.0	0.0
k__Bacteria;p__	9.97381872584e-05	0.000228487867294	0.000209097433753	0.000259640449905	0.000311185943348	0.00101206038627	0.000366623893879	0.000208841593651	8.231420508e-05	8.66292556622e-05	0.000214502214969	0.000182213189432	0.000186036128216	0.000383000967854	5.44780998039e-05	0.000192755784091	8.15740529252e-05	0.000240456868049	0.000234415061168	0.000469314079422	0.000209881725475	0.000136195455612	4.74728613476e-05	2.75274816025e-05	0.000246334542015	5.01806503412e-05	0.000197658330136	2.94091697791e-05	0.00024895852351
k__Bacteria;p__AC1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.56641420065e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__AD3	0.000149607280888	0.0	3.39076919599e-05	1.03856179962e-05	0.0	0.0	8.33236122452e-06	0.0	2.93979303857e-05	0.0	0.0	7.00819959352e-06	0.0	0.0	0.0	0.0	0.000513916533429	1.33587148916e-05	0.0	0.0	0.0	7.56641420065e-05	0.0	0.000100934099209	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Acidobacteria	0.233337489091	0.183460524913	0.190934213426	0.154049871738	0.163722794695	0.232723285823	0.148965953972	0.18387553041	0.158760583255	0.160110115409	0.200988575426	0.188709790455	0.217690175432	0.181319904146	0.181779799521	0.201486487253	0.23606715176	0.220432154427	0.195472859131	0.194061371841	0.163392923282	0.174337749597	0.180934898883	0.216999137472	0.139996846918	0.193312591998	0.257455788482	0.0489662676823	0.160262900201
k__Bacteria;p__Actinobacteria	0.10512404937	0.14647595546	0.134138829393	0.122249109433	0.0666573286817	0.0951842793287	0.136250770743	0.272130089327	0.128292568203	0.22978891338	0.175294940546	0.0937977433597	0.0986270533738	0.139345068345	0.112047831772	0.145026050377	0.157233987013	0.122218882543	0.159167826533	0.124305054152	0.180146423368	0.143610541528	0.0948824255467	0.0952817896533	0.160935282989	0.183142646862	0.109921285477	0.189659735906	0.149026572173
k__Bacteria;p__Armatimonadetes	0.00147113826206	0.000578835930479	0.000192143587773	0.000529666517806	0.000448367681715	0.000640971577971	0.000641591814288	0.00102522236883	0.000776105362183	0.000577528371081	0.00101655397529	0.00107225453781	0.000455788514129	0.000657312471857	0.000354107648725	0.000816377438502	0.00197409208079	0.00108205590622	0.000366273533075	0.000604693140794	0.000617299192573	0.00145275152652	0.000490552900592	0.00186269292177	0.000453255557307	0.00080289040546	0.00212773378911	0.000470546716466	0.000929445154437
k__Bacteria;p__BHI80-139	7.48036404438e-05	3.04650489726e-05	1.13025639866e-05	3.11568539886e-05	3.46564391664e-05	5.06030193135e-05	4.99941673471e-05	0.000113913596537	2.35183443086e-05	5.77528371081e-05	5.5957099557e-05	0.000161188590651	3.72072256432e-05	7.76353313217e-05	1.3619524951e-05	1.70078633021e-05	8.97314582178e-05	4.67555021207e-05	5.86037652919e-05	8.12274368231e-05	3.70379515544e-05	9.07969704078e-05	3.16485742317e-05	2.75274816025e-05	4.9266908403e-05	5.01806503412e-05	4.65078423849e-05	0.0	6.63889396027e-05
k__Bacteria;p__BRC1	0.000174541827702	0.000517905832534	0.000197794869766	0.000290797303894	0.000242595074165	8.43383655225e-05	0.000291632642858	0.000180363194517	0.000311618062088	0.000115505674216	0.00019584984845	0.000301352582522	0.000148828902573	0.000217378927701	0.000898888646764	0.000204094359626	0.000212092537606	5.34348595665e-05	0.00014650941323	0.000451263537906	0.000111113854663	0.000401019952634	0.000142418584043	0.000137637408012	0.000266041305376	0.000183995717918	2.32539211925e-05	0.000705820074699	0.000282152993311
k__Bacteria;p__Bacteroidetes	0.0693928437851	0.0888513153285	0.0907087272748	0.0935224900558	0.19616555381	0.0961963397149	0.107537453964	0.0502264032731	0.0997824553151	0.0589078938503	0.0509769176964	0.0905108977504	0.0805164362919	0.0807200418196	0.150931575507	0.0557177601778	0.0842823114824	0.0383528704539	0.0864552047469	0.0851985559567	0.0926936467567	0.0515575463632	0.0812972750578	0.0719843643904	0.0630616427558	0.0534591194969	0.0304975176439	0.199805899479	0.0946706278734
k__Bacteria;p__Chlamydiae	4.98690936292e-05	6.09300979451e-05	2.26051279733e-05	5.1928089981e-05	7.43669423779e-05	3.3735346209e-05	3.33294448981e-05	1.89855994228e-05	8.81937911571e-05	1.92509457027e-05	0.0	2.80327983741e-05	6.51126448756e-05	5.69325763026e-05	4.08585748529e-05	7.37007409759e-05	0.000106046268803	0.000106869719133	4.39528239689e-05	2.70758122744e-05	5.55569273315e-05	7.56641420065e-06	0.000118682153369	7.34066176066e-05	4.9266908403e-05	0.000167268834471	3.48808817887e-05	2.94091697791e-05	1.65972349007e-05
k__Bacteria;p__Chlorobi	0.000224410921332	0.000746393699828	0.00107374357873	0.000685450787749	0.00314362783605	0.000961457366956	0.00137483960205	0.000636017580665	0.000529162746943	0.000471648169716	0.00094194450921	0.000581680566263	0.000967387866724	0.0013042735662	0.00196121159294	0.00047622017246	0.00114203674095	0.000333967872291	0.00105486777525	0.000902527075812	0.000376552507469	0.000544781822447	0.000371870747223	0.000321153952029	0.000807977297809	0.000719255988224	0.000441824502657	0.00111754845161	0.00159333455046
k__Bacteria;p__Chloroflexi	0.0240867722229	0.0325671373517	0.0375584201276	0.0221836800399	0.0104532484636	0.0203592814371	0.0210558768144	0.0505491584633	0.0206491063029	0.0442097968063	0.0438050827699	0.0226785338846	0.0287983926479	0.023849573782	0.0222679232948	0.0277511636213	0.0214295037035	0.0322679758207	0.0305765145411	0.0235379061372	0.0341304723573	0.0553331870493	0.0214498211856	0.0193151162577	0.0289196752325	0.0306938311254	0.0266141128048	0.0103226185925	0.0313023850227
k__Bacteria;p__Cyanobacteria	0.00117192370029	0.00309220247072	0.000672502557205	0.00155784269943	0.00148517282011	0.00168676731045	0.00279134101022	0.00114862876508	0.000776105362183	0.0017614615318	0.00213569596643	0.00316069801668	0.00256729856938	0.00202886999187	0.00443996513402	0.00352062770354	0.00193330505433	0.000774805463714	0.00145044319098	0.00378158844765	0.00370379515544	0.00267851062703	0.00105231509321	0.00462461690921	0.00178346208419	0.00187341094607	0.00115106909903	0.00129400347028	0.00280493269821
k__Bacteria;p__Elusimicrobia	0.0025682583219	0.0026656917851	0.00107374357873	0.00204596674525	0.00110106395268	0.00251328329257	0.00256636725715	0.00194602394084	0.00198730009407	0.000741161409554	0.00213569596643	0.00186418109188	0.00158130708984	0.00281039899385	0.00209740684245	0.00142866051738	0.00314875844291	0.00158300771466	0.0021683393158	0.00287003610108	0.001246944369	0.00132412248511	0.00102857866253	0.00257840744343	0.00260129276368	0.00209086043088	0.00110456125664	0.000411728376908	0.00139416773166
k__Bacteria;p__FBP	0.000124672734073	0.000228487867294	2.82564099666e-05	0.000124627415954	9.74712351555e-05	1.68676731045e-05	1.6664722449e-05	9.49279971142e-06	9.99529633114e-05	5.77528371081e-05	0.0	0.000168196790245	1.86036128216e-05	2.58784437739e-05	8.17171497058e-05	5.66928776738e-05	4.89444317551e-05	2.67174297833e-05	0.0	2.70758122744e-05	4.32109434801e-05	0.000105929798809	6.32971484635e-05	0.0	3.94135267224e-05	0.0	4.65078423849e-05	0.000411728376908	8.29861745033e-05
k__Bacteria;p__FCPU426	0.000374018202219	0.0	0.0	0.000155784269943	0.0	0.0	0.0	0.0	0.000229303857008	0.0	0.0	0.0	0.0	0.0	0.0	5.66928776738e-06	0.00080758312396	0.0	0.0	0.0	0.0	1.51328284013e-05	0.000245276450296	9.17582720082e-05	0.0	0.0	0.0	2.94091697791e-05	0.0
k__Bacteria;p__Fibrobacteres	0.000124672734073	3.04650489726e-05	4.52102559466e-05	0.000197326741928	7.79769881244e-05	0.000236147423463	0.000191644308164	0.000246812792497	0.000146989651929	3.85018914054e-05	0.000102588015855	6.30737963417e-05	0.000427883094897	0.000605555584309	0.000245151449117	6.80314532085e-05	0.000530231344014	2.00380723374e-05	7.32547066149e-05	0.000171480144404	0.000302476604361	7.56641420065e-05	4.74728613476e-05	3.67033088033e-05	0.000354721740501	6.69075337883e-05	8.13887241736e-05	8.82275093374e-05	6.63889396027e-05
k__Bacteria;p__Firmicutes	0.0230395212567	0.0118052064769	0.0145916101068	0.013792100699	0.00583599995379	0.00320485788985	0.00474944589798	0.00387306228226	0.0141874412041	0.017614615318	0.00849615294941	0.00613918284393	0.00178594683087	0.00426476753394	0.0105823708869	0.01394077862	0.0189741247104	0.0207861603714	0.00783825360779	0.0151895306859	0.0135991012124	0.0178870031703	0.0103174351995	0.00799214549192	0.00789255872615	0.0151545564031	0.0274977618101	0.0103226185925	0.00886292343696
k__Bacteria;p__Fusobacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.88764185541e-05	0.0	0.0	0.0	0.0	0.0	0.0	2.44722158776e-05	0.0	0.0	1.80505415162e-05	4.32109434801e-05	7.56641420065e-06	7.91214355793e-06	0.0	0.0	0.0	1.16269605962e-05	0.0	0.0
k__Bacteria;p__GAL15	0.0	0.0	5.65128199332e-06	0.0	0.0	0.0	0.0	6.64495979799e-05	0.0	0.0	1.8652366519e-05	0.0	2.79054192324e-05	5.17568875478e-06	0.0	3.96850143716e-05	0.0	5.34348595665e-05	0.0	0.0	1.85189757772e-05	7.56641420065e-06	0.0	0.0	0.0	1.67268834471e-05	6.97617635774e-05	0.0	0.0
k__Bacteria;p__GN02	0.0	0.0	0.0	0.0	2.02162561804e-05	0.0	8.33236122452e-06	9.49279971142e-06	0.0	0.0	5.5957099557e-05	0.0	9.3018064108e-06	0.0	1.3619524951e-05	1.70078633021e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.67033088033e-05	9.85338168059e-06	5.01806503412e-05	0.0	0.0	0.0
k__Bacteria;p__GN04	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.8652366519e-05	0.0	5.58108384648e-05	0.0	0.0	0.0	0.0	4.67555021207e-05	0.0	0.0	0.0	2.26992426019e-05	7.91214355793e-06	0.0	0.0	1.67268834471e-05	0.0	0.0	0.0
k__Bacteria;p__GOUTA4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.000128629041411	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Gemmatimonadetes	0.0640568507667	0.0313485353928	0.0413165226532	0.030014436009	0.00922222286401	0.0252509066374	0.014806605896	0.0157960187198	0.0267462370649	0.0249010982665	0.0325577057589	0.0264839862639	0.030137852771	0.0180579780654	0.0162617127915	0.0167810917914	0.008728423663	0.0320809538122	0.0161892901619	0.0119855595668	0.0341736833008	0.0624304835695	0.0345048580561	0.0397405076068	0.0186820116664	0.0322327044025	0.0886206936645	0.0191453695262	0.0275182154653
k__Bacteria;p__Kazan-3B-28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.17582720082e-06	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Lentisphaerae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.3018064108e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__MVP-21	0.0	0.0	0.0	2.07712359924e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.17299192573e-06	0.0	0.0	0.0	9.85338168059e-06	0.0	0.0	0.0	0.0
k__Bacteria;p__NC10	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.79785497785e-05	0.0	0.0	0.0	0.0	0.0	0.0	6.67935744581e-05	0.0	0.0	0.0	7.56641420065e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__NKB19	7.48036404438e-05	7.61626224314e-05	1.13025639866e-05	0.0	0.000151621921353	0.0	8.33236122452e-06	0.0	5.87958607714e-06	9.62547285135e-06	0.0	2.10245987806e-05	9.3018064108e-06	1.03513775096e-05	0.0	4.5354302139e-05	0.0	0.0	5.86037652919e-05	2.70758122744e-05	1.23459838515e-05	9.83633846084e-05	7.91214355793e-06	1.83516544016e-05	0.0	1.67268834471e-05	2.32539211925e-05	0.00035291003735	8.29861745033e-05
k__Bacteria;p__Nitrospirae	0.0113202842538	0.0134960166948	0.0212488202949	0.00965862473646	0.00863450741648	0.0296702369908	0.00976552735514	0.028487891934	0.00896636876764	0.0150638650124	0.0251340638844	0.016413203448	0.0255985712425	0.0197193741557	0.00930213554151	0.0211124276457	0.00337716579111	0.0343652940587	0.0201303933778	0.0125722021661	0.0233277364873	0.0157759736083	0.00844225717631	0.0155622029326	0.0192929213306	0.0300414826709	0.0378806376225	0.00214686939388	0.0103732718129
k__Bacteria;p__OD1	0.000224410921332	0.0	4.52102559466e-05	8.30849439696e-05	1.15521463888e-05	0.0	2.49970836736e-05	2.84783991343e-05	6.46754468485e-05	2.88764185541e-05	5.5957099557e-05	0.000147172191464	2.79054192324e-05	2.58784437739e-05	0.0	3.40157266043e-05	2.44722158776e-05	2.00380723374e-05	0.0	7.2202166065e-05	2.46919677029e-05	7.56641420065e-06	6.32971484635e-05	0.000183516544016	3.94135267224e-05	3.34537668942e-05	0.000116269605962	8.82275093374e-05	6.63889396027e-05
k__Bacteria;p__OP11	0.0	1.52325244863e-05	0.0	0.0	2.8880365972e-06	0.0	0.0	0.0	4.70366886171e-05	0.0	0.0	1.4016399187e-05	0.0	5.17568875478e-06	0.0	0.0	8.15740529252e-06	0.0	0.0	0.0	0.0	1.51328284013e-05	2.37364306738e-05	0.0	9.85338168059e-06	1.67268834471e-05	1.16269605962e-05	2.94091697791e-05	0.0
k__Bacteria;p__OP3	0.000448821842663	0.000182790293835	0.000243005125713	7.26993259734e-05	4.69305947045e-05	0.000101206038627	0.000116653057143	9.49279971142e-05	1.17591721543e-05	0.00021176040273	0.000139892748893	0.000161188590651	0.000130225289751	0.000113865152605	0.000190673349314	3.96850143716e-05	5.71018370477e-05	0.000394082089303	5.86037652919e-05	0.000135379061372	0.000166670781995	0.00034805505323	3.16485742317e-05	0.000284450643225	9.85338168059e-05	0.000150541951024	0.000302300975502	0.000176455018675	0.000165972349007
k__Bacteria;p__OP8	0.0	0.0	1.13025639866e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__PAUC34f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.00761446749e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.97067633612e-05	0.0	0.0	0.0	0.0
k__Bacteria;p__Planctomycetes	0.0321655653908	0.0436868802267	0.0439330662161	0.0387383551258	0.0411725717388	0.0494391498693	0.0478527505124	0.0411797651481	0.036588664158	0.0426215937858	0.0542877127536	0.0420562057607	0.0609826428292	0.0469072671846	0.0511821747657	0.0483646939435	0.0531373380755	0.0550178672812	0.0431030693722	0.0632671480144	0.038642929455	0.042538380636	0.0407396271798	0.0412361674405	0.0358860160807	0.0404790579419	0.0394851581848	0.0419668852748	0.0392026688354
k__Bacteria;p__Proteobacteria	0.295549183394	0.260613261436	0.283813032987	0.352010136363	0.373498942979	0.3130134098	0.251803956205	0.247762072468	0.288911100659	0.257943421471	0.253439030077	0.356072604948	0.294783546965	0.279870193726	0.268086729135	0.285091473958	0.207149149998	0.26318004208	0.317046370229	0.23786101083	0.26660534828	0.242526274373	0.39632718296	0.307206694684	0.268061248621	0.274755787502	0.29113909333	0.397611975414	0.350948531975
k__Bacteria;p__SBR1093	0.0	4.56975734588e-05	1.13025639866e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.3261832595e-06	0.0	0.0	0.0	0.0	0.0	0.0	6.67935744581e-05	0.0	9.02527075812e-06	2.46919677029e-05	1.51328284013e-05	0.0	0.0	0.0	3.34537668942e-05	0.000267420093713	0.0	3.31944698013e-05
k__Bacteria;p__SR1	0.0	0.0	0.0	3.11568539886e-05	1.73282195832e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.51328284013e-05	0.0	0.0	0.0	0.0	0.0	0.0	3.31944698013e-05
k__Bacteria;p__Spirochaetes	0.0	0.0	1.13025639866e-05	1.03856179962e-05	6.4980823437e-06	0.000185544404149	0.0	3.79711988457e-05	5.87958607714e-06	1.92509457027e-05	0.0	3.50409979676e-05	0.000279054192324	0.00012939221887	0.0	0.000102047179813	2.44722158776e-05	1.33587148916e-05	0.0	9.02527075812e-06	6.7902911183e-05	0.0	7.91214355793e-06	2.75274816025e-05	2.95601450418e-05	0.0	0.0	2.94091697791e-05	0.0
