Group1	Group2	Group1 mean	Group1 std	Group2 mean	Group2 std	t stat	p-value
5	4	128.639462429	6.26849966727	122.764805	3.56836	1.11823742926	1.0
3	5	128.671632167	8.50056373129	128.639462429	6.26849966727	0.0072042922685	1.0
1	4	126.677794692	5.52406153328	122.764805	3.56836	0.904025040771	1.0
1	2	126.677794692	5.52406153328	119.225607	0.0	-1.24896964149	1.0
1	5	126.677794692	5.52406153328	128.639462429	6.26849966727	-0.684953861619	1.0
3	2	128.671632167	8.50056373129	119.225607	0.0	-0.939155168086	1.0
3	4	128.671632167	8.50056373129	122.764805	3.56836	0.827099721186	1.0
2	5	119.225607	0.0	128.639462429	6.26849966727	-1.30057244659	1.0
1	3	126.677794692	5.52406153328	128.671632167	8.50056373129	-0.578067761149	1.0
2	4	119.225607	0.0	122.764805	3.56836	-0.572631942409	1.0
