# Constructed from biom file
#OTU ID	515rcbc8	515rcbc9	515rcbc10	515rcbc11	515rcbc12	515rcbc13	515rcbc14	515rcbc15	515rcbc16	515rcbc17	515rcbc18	515rcbc19	515rcbc21	515rcbc22	515rcbc23	515rcbc24	515rcbc25	515rcbc26	515rcbc27	515rcbc28	515rcbc29	515rcbc30	515rcbc31	515rcbc32	515rcbc33	515rcbc34	515rcbc35	515rcbc36	515rcbc37
k__Archaea;p__Crenarchaeota;c__MBGA;o__NRP-J	9.97381872584e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.93979303857e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.97314582178e-05	0.0	0.0	0.0	6.17299192573e-06	0.0	0.0	9.17582720082e-06	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Crenarchaeota;c__MCG;o__pGrfC26	0.0	0.0	0.0	1.03856179962e-05	7.220091493e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.56641420065e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Crenarchaeota;c__Thaumarchaeota;o__Cenarchaeales	0.00615883306321	0.0	0.0	0.0	0.0	1.68676731045e-05	0.0	0.0	0.00105244590781	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.34166476327e-05	0.0	0.0	0.0	2.46919677029e-05	0.0	0.000862423647815	0.0	1.97067633612e-05	0.0	0.0	2.94091697791e-05	0.0
k__Archaea;p__Crenarchaeota;c__Thaumarchaeota;o__Nitrososphaerales	0.00688193492083	0.0490182637969	0.016060943425	0.0113514804698	0.00161874451273	0.0225858142869	0.0282883663573	0.0261621560047	0.028733537159	0.0369040629121	0.0342457449289	0.0194617702712	0.0149945119342	0.016505271439	0.0321965569841	0.0603382297082	0.00544098933011	0.0694920348662	0.0191780821918	0.0459296028881	0.0315069507889	0.0646171772735	0.00790423141437	0.00652401313978	0.0181302222923	0.0436906195638	0.0327531479996	0.00523483222069	0.0218253638944
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales	0.0	3.04650489726e-05	5.65128199332e-06	0.0	2.59923293748e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.4016399187e-05	0.0	0.0	2.72390499019e-05	0.0	0.0	0.0	0.0	0.0	0.0	1.51328284013e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanocellales	0.0	3.04650489726e-05	0.0	0.0	7.220091493e-07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanomicrobiales	0.0	0.0	0.0	0.0	7.220091493e-07	0.0	0.0	0.0	0.0	0.0	9.3261832595e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__Methanosarcinales	0.0	0.0	0.0	0.0	1.15521463888e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__Euryarchaeota;c__Thermoplasmata;o__E2	0.0	0.0	5.65128199332e-06	0.0	2.8880365972e-06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.66928776738e-06	0.0	0.0	0.0	0.0	0.0	0.000363187881631	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__[Parvarchaeota];c__[Micrarchaea];o__[Micrarchaeles]	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.00380723374e-05	0.0	0.0	0.0	5.29648994045e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Archaea;p__[Parvarchaeota];c__[Parvarchaea];o__YLA114	2.49345468146e-05	0.0	0.0	0.0	0.0	1.68676731045e-05	4.16618061226e-05	0.0	0.0	0.0	3.7304733038e-05	7.00819959352e-06	6.51126448756e-05	1.55270662643e-05	4.08585748529e-05	6.23621654412e-05	0.0	0.0	0.0	0.0	6.17299192573e-06	0.0	0.0	2.75274816025e-05	3.94135267224e-05	6.69075337883e-05	0.0	0.0	0.0
k__Bacteria;p__;c__;o__	9.97381872584e-05	0.000228487867294	0.000209097433753	0.000259640449905	0.000311185943348	0.00101206038627	0.000366623893879	0.000208841593651	8.231420508e-05	8.66292556622e-05	0.000214502214969	0.000182213189432	0.000186036128216	0.000383000967854	5.44780998039e-05	0.000192755784091	8.15740529252e-05	0.000240456868049	0.000234415061168	0.000469314079422	0.000209881725475	0.000136195455612	4.74728613476e-05	2.75274816025e-05	0.000246334542015	5.01806503412e-05	0.000197658330136	2.94091697791e-05	0.00024895852351
