# Constructed from biom file
#OTU ID	-0.09202	-0.1300144	-0.1302	-0.1303	-0.13049	-0.13053	-0.13064	-0.13072	-0.130722	-0.13074	-0.1307983	-0.130816	-0.1308888	-0.1309	-0.131	-0.1310242	-0.13103	-0.131043	-0.131086	-0.131135	-0.13122	-0.13123	-0.1312857	-0.13133	-0.1316	-0.131737	-0.1332937	-0.159251
k__Archaea;p__Crenarchaeota	0.0198347107438	0.00653318896699	0.00876665506219	0.0181499290557	0.0321965569841	0.00560413743596	0.0298153809972	0.016505271439	0.00526424139047	0.0694920348662	0.0342457449289	0.0436906195638	0.0327531479996	0.0292199265253	0.0131405061713	0.0191780821918	0.0282883663573	0.0603382297082	0.0369040629121	0.0315378157485	0.0490182637969	0.02260268196	0.016060943425	0.0194617702712	0.0113618660878	0.0218253638944	0.0646247436877	0.00161946652188
k__Archaea;p__Euryarchaeota	0.0	0.0	0.0	0.0	2.72390499019e-05	0.0	0.0	0.0	0.0	0.0	9.3261832595e-06	0.0	0.0	0.0	0.0	0.0	0.0	5.66928776738e-06	0.0	0.0	6.09300979451e-05	0.0	1.13025639866e-05	1.4016399187e-05	0.0	0.0	0.000378320710032	4.18765306594e-05
k__Archaea;p__[Parvarchaeota]	0.0	2.75274816025e-05	0.0	3.94135267224e-05	4.08585748529e-05	0.0	0.0	1.55270662643e-05	0.0	2.00380723374e-05	3.7304733038e-05	6.69075337883e-05	0.0	2.16283690047e-05	2.49345468146e-05	0.0	4.16618061226e-05	6.23621654412e-05	0.0	6.17299192573e-06	0.0	1.68676731045e-05	0.0	7.00819959352e-06	0.0	0.0	5.29648994045e-05	0.0
k__Bacteria;p__	0.0	2.75274816025e-05	4.74728613476e-05	0.000246334542015	5.44780998039e-05	8.15740529252e-05	8.231420508e-05	0.000383000967854	2.94091697791e-05	0.000240456868049	0.000214502214969	5.01806503412e-05	0.000197658330136	0.000290438098063	9.97381872584e-05	0.000234415061168	0.000366623893879	0.000192755784091	8.66292556622e-05	0.000209881725475	0.000228487867294	0.00101206038627	0.000209097433753	0.000182213189432	0.000259640449905	0.00024895852351	0.000136195455612	0.000311185943348
k__Bacteria;p__AC1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.56641420065e-06	0.0
k__Bacteria;p__AD3	0.0	0.000100934099209	0.0	0.0	0.0	0.000513916533429	2.93979303857e-05	0.0	0.0	1.33587148916e-05	0.0	0.0	0.0	0.0	0.000149607280888	0.0	8.33236122452e-06	0.0	0.0	0.0	0.0	0.0	3.39076919599e-05	7.00819959352e-06	1.03856179962e-05	0.0	7.56641420065e-05	0.0
k__Bacteria;p__Acidobacteria	0.161983471074	0.216999137472	0.180934898883	0.139996846918	0.181779799521	0.23606715176	0.158760583255	0.181319904146	0.0489662676823	0.220432154427	0.200988575426	0.193312591998	0.257455788482	0.198594773968	0.233337489091	0.195472859131	0.148965953972	0.201486487253	0.160110115409	0.163392923282	0.183460524913	0.232723285823	0.190934213426	0.188709790455	0.154049871738	0.160262900201	0.174337749597	0.163722794695
k__Bacteria;p__Actinobacteria	0.168595041322	0.0952817896533	0.0948824255467	0.160935282989	0.112047831772	0.157233987013	0.128292568203	0.139345068345	0.189659735906	0.122218882543	0.175294940546	0.183142646862	0.109921285477	0.163890511017	0.10512404937	0.159167826533	0.136250770743	0.145026050377	0.22978891338	0.180146423368	0.14647595546	0.0951842793287	0.134138829393	0.0937977433597	0.122249109433	0.149026572173	0.143610541528	0.0666573286817
k__Bacteria;p__Armatimonadetes	0.0	0.00186269292177	0.000490552900592	0.000453255557307	0.000354107648725	0.00197409208079	0.000776105362183	0.000657312471857	0.000470546716466	0.00108205590622	0.00101655397529	0.00080289040546	0.00212773378911	0.00069210780815	0.00147113826206	0.000366273533075	0.000641591814288	0.000816377438502	0.000577528371081	0.000617299192573	0.000578835930479	0.000640971577971	0.000192143587773	0.00107225453781	0.000529666517806	0.000929445154437	0.00145275152652	0.000448367681715
k__Bacteria;p__BHI80-139	0.0	2.75274816025e-05	3.16485742317e-05	4.9266908403e-05	1.3619524951e-05	8.97314582178e-05	2.35183443086e-05	7.76353313217e-05	0.0	4.67555021207e-05	5.5957099557e-05	5.01806503412e-05	4.65078423849e-05	7.72441750168e-05	7.48036404438e-05	5.86037652919e-05	4.99941673471e-05	1.70078633021e-05	5.77528371081e-05	3.70379515544e-05	3.04650489726e-05	5.06030193135e-05	1.13025639866e-05	0.000161188590651	3.11568539886e-05	6.63889396027e-05	9.07969704078e-05	3.46564391664e-05
