# Constructed from biom file
#OTU ID	1	2	3	4	5	7
k__Archaea;p__Crenarchaeota	0.0603382297082	0.0407303628678	0.0266254594611	0.0646247436877	0.0131826142664	0.0119199690504
k__Archaea;p__Euryarchaeota	5.66928776738e-06	0.0	4.77672397939e-06	0.000378320710032	2.24847129896e-05	0.0
k__Archaea;p__[Parvarchaeota]	6.23621654412e-05	1.10171389959e-05	2.74661628815e-05	5.29648994045e-05	4.49694259791e-06	7.29942991452e-06
k__Bacteria;p__	0.000192755784091	0.000168929464604	0.000158826072315	0.000136195455612	0.000282961465007	0.000211683467521
k__Bacteria;p__AC1	0.0	0.0	0.0	7.56641420065e-06	0.0	0.0
k__Bacteria;p__AD3	0.0	0.000238704678244	2.03010769124e-05	7.56641420065e-05	2.42143062964e-06	5.10960094017e-05
k__Bacteria;p__Acidobacteria	0.201486487253	0.227470868848	0.174798243121	0.174337749597	0.175801398411	0.177295853194
k__Bacteria;p__Actinobacteria	0.145026050377	0.137982321164	0.143218126712	0.143610541528	0.10667854782	0.117440527895
k__Bacteria;p__Armatimonadetes	0.000816377438502	0.00148364138478	0.000779800189636	0.00145275152652	0.000596709690877	0.000802937290598
k__Bacteria;p__BHI80-139	1.70078633021e-05	6.61028339754e-05	3.940797283e-05	9.07969704078e-05	4.87745312543e-05	4.37965794871e-05
k__Bacteria;p__BRC1	0.000204094359626	0.00012486090862	0.000242418741954	0.000401019952634	0.000244218574933	0.000255480047008
k__Bacteria;p__Bacteroidetes	0.0557177601778	0.05902983074	0.0811171324371	0.0515575463632	0.138212147072	0.0865858376461
k__Bacteria;p__Chlamydiae	7.37007409759e-05	0.000106499010294	6.56799547167e-05	7.56641420065e-06	5.6730660466e-05	5.10960094017e-05
k__Bacteria;p__Chlorobi	0.00047622017246	0.000697752136407	0.000736809673821	0.000544781822447	0.00197173636985	0.000547457243589
k__Bacteria;p__Chloroflexi	0.0277511636213	0.0273886075438	0.0271568700038	0.0553331870493	0.0205105551891	0.0227012270342
k__Bacteria;p__Cyanobacteria	0.00352062770354	0.00129635002185	0.00229999259608	0.00267851062703	0.00185343218766	0.00144528712308
k__Bacteria;p__Elusimicrobia	0.00142866051738	0.00228789253148	0.00207548656905	0.00132412248511	0.00147084614818	0.00218982897436
k__Bacteria;p__FBP	5.66928776738e-05	3.6723796653e-05	5.4932325763e-05	0.000105929798809	7.54102681804e-05	0.000124090308547
k__Bacteria;p__FCPU426	5.66928776738e-06	0.000363565586865	5.85148687476e-05	1.51328284013e-05	1.10693971641e-05	0.000218982897436
k__Bacteria;p__Fibrobacteres	6.80314532085e-05	0.00024972181724	0.000171962063258	7.56641420065e-05	0.000139751139197	0.000175186317949
k__Bacteria;p__Firmicutes	0.01394077862	0.0199704006199	0.00998096475494	0.0178870031703	0.00817267429371	0.0164529150273
k__Bacteria;p__Fusobacteria	0.0	1.10171389959e-05	3.58254298454e-06	7.56641420065e-06	3.80510527516e-06	0.0
k__Bacteria;p__GAL15	3.96850143716e-05	2.93790373224e-05	4.77672397939e-06	7.56641420065e-06	6.91837322756e-06	0.0
k__Bacteria;p__GN02	1.70078633021e-05	0.0	1.19418099485e-05	0.0	1.24530718096e-05	0.0
k__Bacteria;p__GN04	0.0	2.57066576571e-05	8.35926696394e-06	2.26992426019e-05	1.03775598413e-06	0.0
k__Bacteria;p__GOUTA4	0.0	0.0	0.0	0.000128629041411	0.0	0.0
k__Bacteria;p__Gemmatimonadetes	0.0167810917914	0.0215678857743	0.0267078579498	0.0624304835695	0.0198761403641	0.0399351810624
k__Bacteria;p__Kazan-3B-28	0.0	0.0	1.19418099485e-06	0.0	0.0	0.0
k__Bacteria;p__Lentisphaerae	0.0	0.0	1.19418099485e-06	0.0	0.0	0.0
k__Bacteria;p__MVP-21	0.0	0.0	1.19418099485e-06	0.0	3.45918661378e-07	1.4598859829e-05
k__Bacteria;p__NC10	0.0	3.6723796653e-05	0.0	7.56641420065e-06	1.03775598413e-06	0.0
k__Bacteria;p__NKB19	4.5354302139e-05	0.0	1.43301719382e-05	9.83633846084e-05	8.50959906989e-05	2.18982897436e-05
k__Bacteria;p__Nitrospirae	0.0211124276457	0.0204147585594	0.0159423162812	0.0157759736083	0.0143826061028	0.0101827047308
k__Bacteria;p__OD1	3.40157266043e-05	2.20342779918e-05	5.4932325763e-05	7.56641420065e-06	3.32081914923e-05	0.000124090308547
k__Bacteria;p__OP11	0.0	3.6723796653e-06	1.31359909433e-05	1.51328284013e-05	4.15102393653e-06	0.0
k__Bacteria;p__OP3	3.96850143716e-05	0.00024237705791	0.000136136633413	0.00034805505323	0.0001003164118	0.000182485747863
k__Bacteria;p__OP8	0.0	0.0	0.0	0.0	6.91837322756e-07	0.0
k__Bacteria;p__PAUC34f	0.0	2.20342779918e-05	2.3883619897e-06	0.0	0.0	0.0
k__Bacteria;p__Planctomycetes	0.0483646939435	0.0541712724428	0.0434371395066	0.042538380636	0.0433287337682	0.0367818273393
k__Bacteria;p__Proteobacteria	0.285091473958	0.237955512793	0.277130000931	0.242526274373	0.333778300038	0.335438002292
k__Bacteria;p__SBR1093	0.0	3.6723796653e-05	5.97090497424e-06	1.51328284013e-05	1.14153158255e-05	0.0
k__Bacteria;p__SR1	0.0	0.0	0.0	1.51328284013e-05	8.99388519582e-06	2.18982897436e-05
k__Bacteria;p__Spirochaetes	0.000102047179813	1.83618983265e-05	4.65730587991e-05	0.0	2.42143062964e-05	7.29942991452e-06
k__Bacteria;p__TM6	0.000748345985294	0.000627976922766	0.000624556660306	0.000930668946679	0.000560734150093	0.000897829879486
k__Bacteria;p__TM7	6.80314532085e-05	8.44647323019e-05	0.000107476289536	5.29648994045e-05	0.000106197029043	0.000291977196581
